  POS: False

 --- 0 ---,  Epoch: 0, Average train loss: 1.776701, Train accuracy: 0.253189, Valid accuracy: 0.254673, Test accuracy: 0.236165
 --- True ---, Experiment: 2,  Epoch: 28, Average train loss: 1.346436, Train accuracy: 0.614373, Valid accuracy: 0.257788, Test accuracy: 0.270460
 --- True ---, Experiment: 2,  Epoch: 29, Average train loss: 1.332831, Train accuracy: 0.622845, Valid accuracy: 0.260125, Test accuracy: 0.270460
 --- True ---, Experiment: 3,  Epoch: 0, Average train loss: 1.764907, Train accuracy: 0.274808, Valid accuracy: 0.240654, Test accuracy: 0.229150
 --- True ---, Experiment: 3,  Epoch: 1, Average train loss: 1.733350, Train accuracy: 0.292823, Valid accuracy: 0.252336, Test accuracy: 0.240062
 --- True ---, Experiment: 3,  Epoch: 2, Average train loss: 1.714380, Train accuracy: 0.308501, Valid accuracy: 0.253115, Test accuracy: 0.251754
 --- True ---, Experiment: 3,  Epoch: 3, Average train loss: 1.694945, Train accuracy: 0.326614, Valid accuracy: 0.258567, Test accuracy: 0.250974
 --- True ---, Experiment: 3,  Epoch: 4, Average train loss: 1.674498, Train accuracy: 0.346869, Valid accuracy: 0.257788, Test accuracy: 0.241621
 --- True ---, Experiment: 3,  Epoch: 5, Average train loss: 1.660530, Train accuracy: 0.361476, Valid accuracy: 0.264798, Test accuracy: 0.251754
 --- True ---, Experiment: 3,  Epoch: 6, Average train loss: 1.643490, Train accuracy: 0.375402, Valid accuracy: 0.274143, Test accuracy: 0.256430
 --- True ---, Experiment: 3,  Epoch: 7, Average train loss: 1.628690, Train accuracy: 0.391664, Valid accuracy: 0.272586, Test accuracy: 0.254092
 --- True ---, Experiment: 3,  Epoch: 8, Average train loss: 1.609524, Train accuracy: 0.410751, Valid accuracy: 0.276480, Test accuracy: 0.261886
 --- True ---, Experiment: 3,  Epoch: 9, Average train loss: 1.595279, Train accuracy: 0.423118, Valid accuracy: 0.277259, Test accuracy: 0.265783
 --- True ---, Experiment: 3,  Epoch: 10, Average train loss: 1.578280, Train accuracy: 0.436362, Valid accuracy: 0.278816, Test accuracy: 0.260327
 --- True ---, Experiment: 3,  Epoch: 11, Average train loss: 1.564346, Train accuracy: 0.450677, Valid accuracy: 0.278816, Test accuracy: 0.258768
 --- True ---, Experiment: 3,  Epoch: 12, Average train loss: 1.550278, Train accuracy: 0.458565, Valid accuracy: 0.274922, Test accuracy: 0.257989
 --- True ---, Experiment: 3,  Epoch: 13, Average train loss: 1.535813, Train accuracy: 0.473269, Valid accuracy: 0.281153, Test accuracy: 0.260327
 --- True ---, Experiment: 3,  Epoch: 14, Average train loss: 1.519693, Train accuracy: 0.481839, Valid accuracy: 0.281153, Test accuracy: 0.265004
 --- True ---, Experiment: 3,  Epoch: 15, Average train loss: 1.510219, Train accuracy: 0.493524, Valid accuracy: 0.279595, Test accuracy: 0.262666
 --- True ---, Experiment: 3,  Epoch: 16, Average train loss: 1.494544, Train accuracy: 0.511053, Valid accuracy: 0.275701, Test accuracy: 0.268122
 --- True ---, Experiment: 3,  Epoch: 17, Average train loss: 1.476305, Train accuracy: 0.519330, Valid accuracy: 0.281153, Test accuracy: 0.265783
 --- True ---, Experiment: 3,  Epoch: 18, Average train loss: 1.465298, Train accuracy: 0.529944, Valid accuracy: 0.281931, Test accuracy: 0.269680
 --- True ---, Experiment: 3,  Epoch: 19, Average train loss: 1.449485, Train accuracy: 0.540559, Valid accuracy: 0.284268, Test accuracy: 0.271239
 --- True ---, Experiment: 3,  Epoch: 20, Average train loss: 1.440391, Train accuracy: 0.549128, Valid accuracy: 0.287383, Test accuracy: 0.264224
 --- True ---, Experiment: 3,  Epoch: 21, Average train loss: 1.424111, Train accuracy: 0.557893, Valid accuracy: 0.288162, Test accuracy: 0.269680
 --- True ---, Experiment: 3,  Epoch: 22, Average train loss: 1.409932, Train accuracy: 0.569189, Valid accuracy: 0.286604, Test accuracy: 0.267342
 --- True ---, Experiment: 3,  Epoch: 23, Average train loss: 1.399511, Train accuracy: 0.577661, Valid accuracy: 0.291277, Test accuracy: 0.271239
 --- True ---, Experiment: 3,  Epoch: 24, Average train loss: 1.386451, Train accuracy: 0.587107, Valid accuracy: 0.283489, Test accuracy: 0.269680
 --- True ---, Experiment: 3,  Epoch: 25, Average train loss: 1.368562, Train accuracy: 0.594410, Valid accuracy: 0.280374, Test accuracy: 0.271239
 --- True ---, Experiment: 3,  Epoch: 26, Average train loss: 1.360618, Train accuracy: 0.601909, Valid accuracy: 0.277259, Test accuracy: 0.269680
 --- True ---, Experiment: 3,  Epoch: 27, Average train loss: 1.352430, Train accuracy: 0.609602, Valid accuracy: 0.276480, Test accuracy: 0.271239
 --- True ---, Experiment: 3,  Epoch: 28, Average train loss: 1.337141, Train accuracy: 0.617879, Valid accuracy: 0.274922, Test accuracy: 0.265004
 --- True ---, Experiment: 3,  Epoch: 29, Average train loss: 1.324328, Train accuracy: 0.625280, Valid accuracy: 0.273364, Test accuracy: 0.261886
 --- True ---, Experiment: 4,  Epoch: 0, Average train loss: 1.782777, Train accuracy: 0.243938, Valid accuracy: 0.212617, Test accuracy: 0.234606
 --- True ---, Experiment: 4,  Epoch: 1, Average train loss: 1.734982, Train accuracy: 0.284643, Valid accuracy: 0.240654, Test accuracy: 0.237724
 --- True ---, Experiment: 4,  Epoch: 2, Average train loss: 1.713243, Train accuracy: 0.309475, Valid accuracy: 0.248442, Test accuracy: 0.244739
 --- True ---, Experiment: 4,  Epoch: 3, Average train loss: 1.697986, Train accuracy: 0.329243, Valid accuracy: 0.247664, Test accuracy: 0.257989
 --- True ---, Experiment: 4,  Epoch: 4, Average train loss: 1.680590, Train accuracy: 0.346285, Valid accuracy: 0.254673, Test accuracy: 0.256430
 --- True ---, Experiment: 4,  Epoch: 5, Average train loss: 1.663693, Train accuracy: 0.362061, Valid accuracy: 0.251558, Test accuracy: 0.256430
 --- True ---, Experiment: 4,  Epoch: 6, Average train loss: 1.648433, Train accuracy: 0.378128, Valid accuracy: 0.257009, Test accuracy: 0.259548
 --- True ---, Experiment: 4,  Epoch: 7, Average train loss: 1.634579, Train accuracy: 0.392443, Valid accuracy: 0.254673, Test accuracy: 0.263445
 --- True ---, Experiment: 4,  Epoch: 8, Average train loss: 1.623627, Train accuracy: 0.407148, Valid accuracy: 0.258567, Test accuracy: 0.260327
 --- True ---, Experiment: 4,  Epoch: 9, Average train loss: 1.609453, Train accuracy: 0.420684, Valid accuracy: 0.260125, Test accuracy: 0.258768
 --- True ---, Experiment: 4,  Epoch: 10, Average train loss: 1.589887, Train accuracy: 0.432175, Valid accuracy: 0.262461, Test accuracy: 0.254092
 --- True ---, Experiment: 4,  Epoch: 11, Average train loss: 1.580536, Train accuracy: 0.445418, Valid accuracy: 0.263240, Test accuracy: 0.259548
 --- True ---, Experiment: 4,  Epoch: 12, Average train loss: 1.564850, Train accuracy: 0.456227, Valid accuracy: 0.260903, Test accuracy: 0.262666
 --- True ---, Experiment: 4,  Epoch: 13, Average train loss: 1.555154, Train accuracy: 0.469861, Valid accuracy: 0.264019, Test accuracy: 0.255651
 --- True ---, Experiment: 4,  Epoch: 14, Average train loss: 1.539540, Train accuracy: 0.483202, Valid accuracy: 0.259346, Test accuracy: 0.251754
 --- True ---, Experiment: 4,  Epoch: 15, Average train loss: 1.525697, Train accuracy: 0.491771, Valid accuracy: 0.260903, Test accuracy: 0.250195
 --- True ---, Experiment: 4,  Epoch: 16, Average train loss: 1.511062, Train accuracy: 0.500146, Valid accuracy: 0.267134, Test accuracy: 0.253313
 --- True ---, Experiment: 4,  Epoch: 17, Average train loss: 1.499365, Train accuracy: 0.513585, Valid accuracy: 0.264798, Test accuracy: 0.251754
 --- True ---, Experiment: 4,  Epoch: 18, Average train loss: 1.490877, Train accuracy: 0.522933, Valid accuracy: 0.264019, Test accuracy: 0.252533
 --- True ---, Experiment: 4,  Epoch: 19, Average train loss: 1.474920, Train accuracy: 0.531989, Valid accuracy: 0.264019, Test accuracy: 0.247857
 --- True ---, Experiment: 4,  Epoch: 20, Average train loss: 1.462929, Train accuracy: 0.541435, Valid accuracy: 0.260903, Test accuracy: 0.250195
 --- True ---, Experiment: 4,  Epoch: 21, Average train loss: 1.447811, Train accuracy: 0.551563, Valid accuracy: 0.267134, Test accuracy: 0.251754
 --- True ---, Experiment: 4,  Epoch: 22, Average train loss: 1.435948, Train accuracy: 0.560035, Valid accuracy: 0.263240, Test accuracy: 0.250974
 --- True ---, Experiment: 4,  Epoch: 23, Average train loss: 1.427704, Train accuracy: 0.568312, Valid accuracy: 0.259346, Test accuracy: 0.249415
 --- True ---, Experiment: 4,  Epoch: 24, Average train loss: 1.412062, Train accuracy: 0.576882, Valid accuracy: 0.265576, Test accuracy: 0.255651
 --- True ---, Experiment: 4,  Epoch: 25, Average train loss: 1.398810, Train accuracy: 0.585743, Valid accuracy: 0.272586, Test accuracy: 0.247077
 --- True ---, Experiment: 4,  Epoch: 26, Average train loss: 1.391933, Train accuracy: 0.594800, Valid accuracy: 0.271028, Test accuracy: 0.250974
 --- True ---, Experiment: 4,  Epoch: 27, Average train loss: 1.374962, Train accuracy: 0.601714, Valid accuracy: 0.267913, Test accuracy: 0.252533
 --- True ---, Experiment: 4,  Epoch: 28, Average train loss: 1.365967, Train accuracy: 0.610089, Valid accuracy: 0.270249, Test accuracy: 0.252533
 --- True ---, Experiment: 4,  Epoch: 29, Average train loss: 1.350404, Train accuracy: 0.617392, Valid accuracy: 0.268692, Test accuracy: 0.252533
 --- True ---, Experiment: 5,  Epoch: 0, Average train loss: 1.805343, Train accuracy: 0.228552, Valid accuracy: 0.204050, Test accuracy: 0.210444
 --- True ---, Experiment: 5,  Epoch: 1, Average train loss: 1.741079, Train accuracy: 0.272957, Valid accuracy: 0.225857, Test accuracy: 0.226033
 --- True ---, Experiment: 5,  Epoch: 2, Average train loss: 1.721054, Train accuracy: 0.304119, Valid accuracy: 0.239875, Test accuracy: 0.245518
 --- True ---, Experiment: 5,  Epoch: 3, Average train loss: 1.702914, Train accuracy: 0.329925, Valid accuracy: 0.242991, Test accuracy: 0.259548
 --- True ---, Experiment: 5,  Epoch: 4, Average train loss: 1.684005, Train accuracy: 0.351836, Valid accuracy: 0.246885, Test accuracy: 0.253313
 --- True ---, Experiment: 5,  Epoch: 5, Average train loss: 1.670311, Train accuracy: 0.368585, Valid accuracy: 0.244548, Test accuracy: 0.257210
 --- True ---, Experiment: 5,  Epoch: 6, Average train loss: 1.649266, Train accuracy: 0.383874, Valid accuracy: 0.251558, Test accuracy: 0.251754
 --- True ---, Experiment: 5,  Epoch: 7, Average train loss: 1.638177, Train accuracy: 0.398968, Valid accuracy: 0.253894, Test accuracy: 0.254871
 --- True ---, Experiment: 5,  Epoch: 8, Average train loss: 1.623028, Train accuracy: 0.409485, Valid accuracy: 0.261682, Test accuracy: 0.256430
 --- True ---, Experiment: 5,  Epoch: 9, Average train loss: 1.607020, Train accuracy: 0.423605, Valid accuracy: 0.260125, Test accuracy: 0.254871
 --- True ---, Experiment: 5,  Epoch: 10, Average train loss: 1.591981, Train accuracy: 0.434414, Valid accuracy: 0.260125, Test accuracy: 0.257989
 --- True ---, Experiment: 5,  Epoch: 11, Average train loss: 1.578236, Train accuracy: 0.445613, Valid accuracy: 0.264019, Test accuracy: 0.261886
 --- True ---, Experiment: 5,  Epoch: 12, Average train loss: 1.565741, Train accuracy: 0.459246, Valid accuracy: 0.259346, Test accuracy: 0.258768
 --- True ---, Experiment: 5,  Epoch: 13, Average train loss: 1.551888, Train accuracy: 0.470348, Valid accuracy: 0.259346, Test accuracy: 0.259548
 --- True ---, Experiment: 5,  Epoch: 14, Average train loss: 1.537022, Train accuracy: 0.483299, Valid accuracy: 0.264019, Test accuracy: 0.255651
 --- True ---, Experiment: 5,  Epoch: 15, Average train loss: 1.528523, Train accuracy: 0.494206, Valid accuracy: 0.271028, Test accuracy: 0.261886
 --- True ---, Experiment: 5,  Epoch: 16, Average train loss: 1.511417, Train accuracy: 0.504431, Valid accuracy: 0.268692, Test accuracy: 0.260327
 --- True ---, Experiment: 5,  Epoch: 17, Average train loss: 1.501506, Train accuracy: 0.513585, Valid accuracy: 0.271807, Test accuracy: 0.260327
 --- True ---, Experiment: 5,  Epoch: 18, Average train loss: 1.486677, Train accuracy: 0.522154, Valid accuracy: 0.277259, Test accuracy: 0.257989
 --- True ---, Experiment: 5,  Epoch: 19, Average train loss: 1.472612, Train accuracy: 0.532476, Valid accuracy: 0.269470, Test accuracy: 0.259548
 --- True ---, Experiment: 5,  Epoch: 20, Average train loss: 1.459833, Train accuracy: 0.539780, Valid accuracy: 0.267913, Test accuracy: 0.263445
 --- True ---, Experiment: 5,  Epoch: 21, Average train loss: 1.447360, Train accuracy: 0.545136, Valid accuracy: 0.264019, Test accuracy: 0.262666
 --- True ---, Experiment: 5,  Epoch: 22, Average train loss: 1.434439, Train accuracy: 0.556822, Valid accuracy: 0.266355, Test accuracy: 0.261886
 --- True ---, Experiment: 5,  Epoch: 23, Average train loss: 1.419568, Train accuracy: 0.563346, Valid accuracy: 0.267134, Test accuracy: 0.263445
 --- True ---, Experiment: 5,  Epoch: 24, Average train loss: 1.410079, Train accuracy: 0.571526, Valid accuracy: 0.264798, Test accuracy: 0.259548
 --- True ---, Experiment: 5,  Epoch: 25, Average train loss: 1.397427, Train accuracy: 0.578245, Valid accuracy: 0.258567, Test accuracy: 0.263445
 --- True ---, Experiment: 5,  Epoch: 26, Average train loss: 1.383627, Train accuracy: 0.587983, Valid accuracy: 0.264798, Test accuracy: 0.263445
 --- True ---, Experiment: 5,  Epoch: 27, Average train loss: 1.372351, Train accuracy: 0.596261, Valid accuracy: 0.266355, Test accuracy: 0.262666
 --- True ---, Experiment: 5,  Epoch: 28, Average train loss: 1.361608, Train accuracy: 0.604343, Valid accuracy: 0.260903, Test accuracy: 0.263445
 --- True ---, Experiment: 5,  Epoch: 29, Average train loss: 1.352248, Train accuracy: 0.612913, Valid accuracy: 0.262461, Test accuracy: 0.263445
 --- True ---, Experiment: 6,  Epoch: 0, Average train loss: 1.762142, Train accuracy: 0.278606, Valid accuracy: 0.242991, Test accuracy: 0.235386
 --- True ---, Experiment: 6,  Epoch: 1, Average train loss: 1.730539, Train accuracy: 0.297595, Valid accuracy: 0.244548, Test accuracy: 0.237724
 --- True ---, Experiment: 6,  Epoch: 2, Average train loss: 1.709679, Train accuracy: 0.318629, Valid accuracy: 0.252336, Test accuracy: 0.236945
 --- True ---, Experiment: 6,  Epoch: 3, Average train loss: 1.689720, Train accuracy: 0.333723, Valid accuracy: 0.258567, Test accuracy: 0.248636
 --- True ---, Experiment: 6,  Epoch: 4, Average train loss: 1.672009, Train accuracy: 0.355147, Valid accuracy: 0.260903, Test accuracy: 0.247077
 --- True ---, Experiment: 6,  Epoch: 5, Average train loss: 1.656200, Train accuracy: 0.375110, Valid accuracy: 0.261682, Test accuracy: 0.246298
 --- True ---, Experiment: 6,  Epoch: 6, Average train loss: 1.639872, Train accuracy: 0.387866, Valid accuracy: 0.266355, Test accuracy: 0.250195
 --- True ---, Experiment: 6,  Epoch: 7, Average train loss: 1.623928, Train accuracy: 0.405882, Valid accuracy: 0.262461, Test accuracy: 0.251754
 --- True ---, Experiment: 6,  Epoch: 8, Average train loss: 1.609639, Train accuracy: 0.421852, Valid accuracy: 0.257788, Test accuracy: 0.243180
 --- True ---, Experiment: 6,  Epoch: 9, Average train loss: 1.591957, Train accuracy: 0.431395, Valid accuracy: 0.257788, Test accuracy: 0.247077
 --- True ---, Experiment: 6,  Epoch: 10, Average train loss: 1.578648, Train accuracy: 0.445905, Valid accuracy: 0.257788, Test accuracy: 0.250195
 --- True ---, Experiment: 6,  Epoch: 11, Average train loss: 1.563772, Train accuracy: 0.460123, Valid accuracy: 0.267134, Test accuracy: 0.255651
 --- True ---, Experiment: 6,  Epoch: 12, Average train loss: 1.549762, Train accuracy: 0.473853, Valid accuracy: 0.270249, Test accuracy: 0.258768
 --- True ---, Experiment: 6,  Epoch: 13, Average train loss: 1.538449, Train accuracy: 0.489045, Valid accuracy: 0.270249, Test accuracy: 0.255651
 --- True ---, Experiment: 6,  Epoch: 14, Average train loss: 1.519201, Train accuracy: 0.497906, Valid accuracy: 0.271028, Test accuracy: 0.259548
 --- True ---, Experiment: 6,  Epoch: 15, Average train loss: 1.507485, Train accuracy: 0.509592, Valid accuracy: 0.268692, Test accuracy: 0.251754
 --- True ---, Experiment: 6,  Epoch: 16, Average train loss: 1.493622, Train accuracy: 0.520109, Valid accuracy: 0.271028, Test accuracy: 0.254871
 --- True ---, Experiment: 6,  Epoch: 17, Average train loss: 1.476088, Train accuracy: 0.527802, Valid accuracy: 0.267913, Test accuracy: 0.256430
 --- True ---, Experiment: 6,  Epoch: 18, Average train loss: 1.464318, Train accuracy: 0.542507, Valid accuracy: 0.264019, Test accuracy: 0.250195
 --- True ---, Experiment: 6,  Epoch: 19, Average train loss: 1.455091, Train accuracy: 0.552829, Valid accuracy: 0.264798, Test accuracy: 0.250195
 --- True ---, Experiment: 6,  Epoch: 20, Average train loss: 1.431015, Train accuracy: 0.559646, Valid accuracy: 0.260903, Test accuracy: 0.250195
 --- True ---, Experiment: 6,  Epoch: 21, Average train loss: 1.425435, Train accuracy: 0.573571, Valid accuracy: 0.261682, Test accuracy: 0.252533
 --- True ---, Experiment: 6,  Epoch: 22, Average train loss: 1.409454, Train accuracy: 0.582043, Valid accuracy: 0.260125, Test accuracy: 0.248636
 --- True ---, Experiment: 6,  Epoch: 23, Average train loss: 1.400056, Train accuracy: 0.590028, Valid accuracy: 0.258567, Test accuracy: 0.249415
 --- True ---, Experiment: 6,  Epoch: 24, Average train loss: 1.386070, Train accuracy: 0.597819, Valid accuracy: 0.256231, Test accuracy: 0.252533
 --- True ---, Experiment: 6,  Epoch: 25, Average train loss: 1.370091, Train accuracy: 0.609602, Valid accuracy: 0.259346, Test accuracy: 0.252533
 --- True ---, Experiment: 6,  Epoch: 26, Average train loss: 1.363065, Train accuracy: 0.618269, Valid accuracy: 0.258567, Test accuracy: 0.250974
 --- True ---, Experiment: 6,  Epoch: 27, Average train loss: 1.347981, Train accuracy: 0.626059, Valid accuracy: 0.260125, Test accuracy: 0.252533
 --- True ---, Experiment: 6,  Epoch: 28, Average train loss: 1.335744, Train accuracy: 0.634434, Valid accuracy: 0.258567, Test accuracy: 0.256430
 --- True ---, Experiment: 6,  Epoch: 29, Average train loss: 1.325969, Train accuracy: 0.640179, Valid accuracy: 0.258567, Test accuracy: 0.256430
 --- True ---, Experiment: 7,  Epoch: 0, Average train loss: 1.767038, Train accuracy: 0.256208, Valid accuracy: 0.215732, Test accuracy: 0.221356
 --- True ---, Experiment: 7,  Epoch: 1, Average train loss: 1.734408, Train accuracy: 0.290973, Valid accuracy: 0.240654, Test accuracy: 0.240842
 --- True ---, Experiment: 7,  Epoch: 2, Average train loss: 1.714738, Train accuracy: 0.313176, Valid accuracy: 0.242991, Test accuracy: 0.245518
 --- True ---, Experiment: 7,  Epoch: 3, Average train loss: 1.695955, Train accuracy: 0.333625, Valid accuracy: 0.250000, Test accuracy: 0.238504
 --- True ---, Experiment: 7,  Epoch: 4, Average train loss: 1.676583, Train accuracy: 0.350570, Valid accuracy: 0.258567, Test accuracy: 0.243959
 --- True ---, Experiment: 7,  Epoch: 5, Average train loss: 1.662795, Train accuracy: 0.366151, Valid accuracy: 0.262461, Test accuracy: 0.245518
 --- True ---, Experiment: 7,  Epoch: 6, Average train loss: 1.647688, Train accuracy: 0.384458, Valid accuracy: 0.267913, Test accuracy: 0.248636
 --- True ---, Experiment: 7,  Epoch: 7, Average train loss: 1.630602, Train accuracy: 0.399065, Valid accuracy: 0.263240, Test accuracy: 0.250974
 --- True ---, Experiment: 7,  Epoch: 8, Average train loss: 1.614660, Train accuracy: 0.411919, Valid accuracy: 0.267913, Test accuracy: 0.251754
 --- True ---, Experiment: 7,  Epoch: 9, Average train loss: 1.603972, Train accuracy: 0.426819, Valid accuracy: 0.268692, Test accuracy: 0.254871
 --- True ---, Experiment: 7,  Epoch: 10, Average train loss: 1.588052, Train accuracy: 0.439381, Valid accuracy: 0.272586, Test accuracy: 0.258768
 --- True ---, Experiment: 7,  Epoch: 11, Average train loss: 1.572531, Train accuracy: 0.449508, Valid accuracy: 0.266355, Test accuracy: 0.257210
 --- True ---, Experiment: 7,  Epoch: 12, Average train loss: 1.560791, Train accuracy: 0.462655, Valid accuracy: 0.260903, Test accuracy: 0.254092
 --- True ---, Experiment: 7,  Epoch: 13, Average train loss: 1.544445, Train accuracy: 0.470932, Valid accuracy: 0.268692, Test accuracy: 0.254871
 --- True ---, Experiment: 7,  Epoch: 14, Average train loss: 1.530244, Train accuracy: 0.483104, Valid accuracy: 0.267913, Test accuracy: 0.256430
 --- True ---, Experiment: 7,  Epoch: 15, Average train loss: 1.519131, Train accuracy: 0.498491, Valid accuracy: 0.265576, Test accuracy: 0.257210
 --- True ---, Experiment: 7,  Epoch: 16, Average train loss: 1.507912, Train accuracy: 0.508423, Valid accuracy: 0.270249, Test accuracy: 0.261886
 --- True ---, Experiment: 7,  Epoch: 17, Average train loss: 1.492613, Train accuracy: 0.518648, Valid accuracy: 0.269470, Test accuracy: 0.261886
 --- True ---, Experiment: 7,  Epoch: 18, Average train loss: 1.476873, Train accuracy: 0.530042, Valid accuracy: 0.268692, Test accuracy: 0.262666
 --- True ---, Experiment: 7,  Epoch: 19, Average train loss: 1.468702, Train accuracy: 0.540169, Valid accuracy: 0.267913, Test accuracy: 0.263445
 --- True ---, Experiment: 7,  Epoch: 20, Average train loss: 1.453012, Train accuracy: 0.547181, Valid accuracy: 0.260125, Test accuracy: 0.270460
 --- True ---, Experiment: 7,  Epoch: 21, Average train loss: 1.440172, Train accuracy: 0.558380, Valid accuracy: 0.264798, Test accuracy: 0.267342
 --- True ---, Experiment: 7,  Epoch: 22, Average train loss: 1.429144, Train accuracy: 0.568799, Valid accuracy: 0.266355, Test accuracy: 0.266563
 --- True ---, Experiment: 7,  Epoch: 23, Average train loss: 1.418724, Train accuracy: 0.576687, Valid accuracy: 0.263240, Test accuracy: 0.263445
 --- True ---, Experiment: 7,  Epoch: 24, Average train loss: 1.406270, Train accuracy: 0.584478, Valid accuracy: 0.266355, Test accuracy: 0.260327
 --- True ---, Experiment: 7,  Epoch: 25, Average train loss: 1.391665, Train accuracy: 0.589054, Valid accuracy: 0.264019, Test accuracy: 0.262666
 --- True ---, Experiment: 7,  Epoch: 26, Average train loss: 1.377503, Train accuracy: 0.596261, Valid accuracy: 0.263240, Test accuracy: 0.263445
 --- True ---, Experiment: 7,  Epoch: 27, Average train loss: 1.372046, Train accuracy: 0.606875, Valid accuracy: 0.267913, Test accuracy: 0.261107
 --- True ---, Experiment: 7,  Epoch: 28, Average train loss: 1.356305, Train accuracy: 0.613205, Valid accuracy: 0.271807, Test accuracy: 0.260327
 --- True ---, Experiment: 7,  Epoch: 29, Average train loss: 1.347865, Train accuracy: 0.617976, Valid accuracy: 0.267913, Test accuracy: 0.261886
 --- True ---, Experiment: 8,  Epoch: 0, Average train loss: 1.764256, Train accuracy: 0.274710, Valid accuracy: 0.236760, Test accuracy: 0.233827
 --- True ---, Experiment: 8,  Epoch: 1, Average train loss: 1.735234, Train accuracy: 0.300224, Valid accuracy: 0.252336, Test accuracy: 0.242401
 --- True ---, Experiment: 8,  Epoch: 2, Average train loss: 1.714031, Train accuracy: 0.319408, Valid accuracy: 0.252336, Test accuracy: 0.246298
 --- True ---, Experiment: 8,  Epoch: 3, Average train loss: 1.692696, Train accuracy: 0.339858, Valid accuracy: 0.257788, Test accuracy: 0.247857
 --- True ---, Experiment: 8,  Epoch: 4, Average train loss: 1.674692, Train accuracy: 0.357971, Valid accuracy: 0.256231, Test accuracy: 0.249415
 --- True ---, Experiment: 8,  Epoch: 5, Average train loss: 1.656199, Train accuracy: 0.375694, Valid accuracy: 0.258567, Test accuracy: 0.245518
 --- True ---, Experiment: 8,  Epoch: 6, Average train loss: 1.639666, Train accuracy: 0.392443, Valid accuracy: 0.261682, Test accuracy: 0.250974
 --- True ---, Experiment: 8,  Epoch: 7, Average train loss: 1.623441, Train accuracy: 0.409777, Valid accuracy: 0.260903, Test accuracy: 0.248636
 --- True ---, Experiment: 8,  Epoch: 8, Average train loss: 1.608816, Train accuracy: 0.424287, Valid accuracy: 0.262461, Test accuracy: 0.244739
 --- True ---, Experiment: 8,  Epoch: 9, Average train loss: 1.592005, Train accuracy: 0.439478, Valid accuracy: 0.263240, Test accuracy: 0.247077
 --- True ---, Experiment: 8,  Epoch: 10, Average train loss: 1.575180, Train accuracy: 0.450677, Valid accuracy: 0.259346, Test accuracy: 0.241621
 --- True ---, Experiment: 8,  Epoch: 11, Average train loss: 1.561940, Train accuracy: 0.466647, Valid accuracy: 0.260903, Test accuracy: 0.250195
 --- True ---, Experiment: 8,  Epoch: 12, Average train loss: 1.546312, Train accuracy: 0.474438, Valid accuracy: 0.263240, Test accuracy: 0.251754
 --- True ---, Experiment: 8,  Epoch: 13, Average train loss: 1.529535, Train accuracy: 0.490992, Valid accuracy: 0.257788, Test accuracy: 0.253313
 --- True ---, Experiment: 8,  Epoch: 14, Average train loss: 1.515169, Train accuracy: 0.504723, Valid accuracy: 0.267134, Test accuracy: 0.253313
 --- True ---, Experiment: 8,  Epoch: 15, Average train loss: 1.506500, Train accuracy: 0.513195, Valid accuracy: 0.266355, Test accuracy: 0.250974
 --- True ---, Experiment: 8,  Epoch: 16, Average train loss: 1.486696, Train accuracy: 0.527218, Valid accuracy: 0.262461, Test accuracy: 0.247857
 --- True ---, Experiment: 8,  Epoch: 17, Average train loss: 1.475154, Train accuracy: 0.533548, Valid accuracy: 0.267134, Test accuracy: 0.250195
 --- True ---, Experiment: 8,  Epoch: 18, Average train loss: 1.461469, Train accuracy: 0.544844, Valid accuracy: 0.267913, Test accuracy: 0.250974
 --- True ---, Experiment: 8,  Epoch: 19, Average train loss: 1.446135, Train accuracy: 0.557016, Valid accuracy: 0.266355, Test accuracy: 0.245518
 --- True ---, Experiment: 8,  Epoch: 20, Average train loss: 1.432775, Train accuracy: 0.563735, Valid accuracy: 0.270249, Test accuracy: 0.250974
 --- True ---, Experiment: 8,  Epoch: 21, Average train loss: 1.420545, Train accuracy: 0.574350, Valid accuracy: 0.270249, Test accuracy: 0.251754
 --- True ---, Experiment: 8,  Epoch: 22, Average train loss: 1.408948, Train accuracy: 0.583601, Valid accuracy: 0.271807, Test accuracy: 0.251754
 --- True ---, Experiment: 8,  Epoch: 23, Average train loss: 1.392468, Train accuracy: 0.593437, Valid accuracy: 0.273364, Test accuracy: 0.252533
 --- True ---, Experiment: 8,  Epoch: 24, Average train loss: 1.383357, Train accuracy: 0.602298, Valid accuracy: 0.278816, Test accuracy: 0.250195
 --- True ---, Experiment: 8,  Epoch: 25, Average train loss: 1.364964, Train accuracy: 0.607849, Valid accuracy: 0.275701, Test accuracy: 0.254871
 --- True ---, Experiment: 8,  Epoch: 26, Average train loss: 1.352250, Train accuracy: 0.619827, Valid accuracy: 0.281153, Test accuracy: 0.257210
 --- True ---, Experiment: 8,  Epoch: 27, Average train loss: 1.340388, Train accuracy: 0.627033, Valid accuracy: 0.281931, Test accuracy: 0.254871
 --- True ---, Experiment: 8,  Epoch: 28, Average train loss: 1.332208, Train accuracy: 0.636479, Valid accuracy: 0.281931, Test accuracy: 0.256430
 --- True ---, Experiment: 8,  Epoch: 29, Average train loss: 1.317380, Train accuracy: 0.642614, Valid accuracy: 0.282710, Test accuracy: 0.252533
 --- True ---, Experiment: 9,  Epoch: 0, Average train loss: 1.766559, Train accuracy: 0.268770, Valid accuracy: 0.238318, Test accuracy: 0.236945
